Story World (old),Story World,Sub Story World,Grade,Subject,Unit,Chapter,Topic,Topic_ID,Concept,concept_code,CooboTitles,Experiments,Feature,Ideation,Assigned to,Scriptwriting,MediaFile,Production,LengthofCoboo,test,Stage
19924,,,4,Mathematics,Arithmetic,Jugs and Mugs,My Litre Bottle,kglm4071,Making a Measuring Bottle,KG21130,,,,,,1,2,4,3,9,3
19925,,,4,Mathematics,Arithmetic,Jugs and Mugs,My Litre Bottle,kglm4071,Estimating Capacity of Utensils at Home,KG21131,,,,,,1,3,4,0,9,3
19926,,,4,Mathematics,Arithmetic,Jugs and Mugs,My Litre Bottle,kglm4071,Measuring the Capacity of Utensils Using Measuring Bottle,KG21132,,,,,,2,1,4,1,4,3
19927,,,4,Mathematics,Arithmetic,Jugs and Mugs,Measuring Bottle,kglm4073,Using Different Objects to Measure Standard Quantity,KG21133,,,,,,1,2,3,1,9,3
19928,,,4,Mathematics,Arithmetic,Jugs and Mugs,Measuring Bottle,kglm4073,Converting Larger Quantity into Smaller Quantities,KG21134,,,,,,2,0,0,0,8,3
19929,,,4,Mathematics,Arithmetic,Jugs and Mugs,Measuring Bottle,kglm4073,Holding Capacity of Containers,KG21135,,,,,,3,0,0,0,6,3
19930,,,4,Mathematics,Arithmetic,Jugs and Mugs,Look Around,kglm4069,Calculations Involving Quantity of Injections,KG21136,,,,,,3,3,0,0,10,1
19931,,,4,Mathematics,Arithmetic,Jugs and Mugs,Look Around,kglm4069,Substances Consumed in Smaller Quantities,KG21137,,,,,,1,0,0,0,6,1
19932,,,4,Mathematics,Arithmetic,Jugs and Mugs,Word Problems,kglm4075,Substances Consumed in Quantities Greater than One Litre,KG21138,,,,,,0,0,0,0,7,1
19933,,,4,Mathematics,Arithmetic,Jugs and Mugs,Word Problems,kglm4075,Word Problems on Subtraction of Volumes,KG21139,,,,,,3,1,2,1,7,1
19934,,,4,Mathematics,Arithmetic,Jugs and Mugs,Word Problems,kglm4075,Word Problems on Multiplication of Volumes,KG21140,,,,,,2,3,0,0,9,3
19935,,,4,Mathematics,Arithmetic,Jugs and Mugs,Word Problems,kglm4075,Word Problems on Division of Volumes,KG21141,,,,,,3,2,2,0,9,3
19936,,,4,Mathematics,Arithmetic,Jugs and Mugs,Word Problems,kglm4075,Word Problems on Addition of Volumes,KG21142,,,,,,0,0,0,0,9,3
19937,,,4,Mathematics,Arithmetic,Jugs and Mugs,Water,kglm4077,Uses of Water,KG21143,Water,,,,,2,1,2,1,5,3
19938,,,4,Mathematics,Arithmetic,Jugs and Mugs,Water,kglm4077,Tabulating the Usage of Water in Our Daily Life,KG21144,,,,,,1,0,0,0,9,3
19939,,,4,Mathematics,Arithmetic,Jugs and Mugs,Water,kglm4077,Converting Smaller Quantity into Larger Quantity,KG21145,,,,,,2,2,3,1,6,3
19940,,,4,Mathematics,Arithmetic,Jugs and Mugs,Water,kglm4077,Awareness about Wastage of Water,KG21146,,,,,,2,1,4,2,6,3
19941,,,4,Mathematics,Arithmetic,Jugs and Mugs,Water,kglm4077,Water Wasted from a Leaking Tap in a Large Period,KG21147,,,,,,0,0,0,0,5,3
19942,,,4,Mathematics,Arithmetic,Tables and Shares,Arrangement of Things,kglm4080,Arrangements,KG21148,,,,,,3,2,0,0,5,3
19943,,,4,Mathematics,Arithmetic,Tables and Shares,Arrangement of Things,kglm4080,Row,KG21149,,,,,,4,2,1,4,7,3
19944,,,4,Mathematics,Arithmetic,Tables and Shares,Arrangement of Things,kglm4080,Column,KG21150,,,,,,0,0,0,0,5,3
19945,,,4,Mathematics,Arithmetic,Tables and Shares,Arrangement of Things,kglm4080,Row and Column,KG21151,,,,,,0,0,0,0,7,3
19946,,,4,Mathematics,Arithmetic,Tables and Shares,Arrangement of Things,kglm4080,Total Number of Elements in an Arrangements,KG21152,,,,,,4,1,3,3,6,3
19947,,,4,Mathematics,Arithmetic,Tables and Shares,Arrangement of Things,kglm4080,Finding the Number of Rows,KG21153,,,,,,0,0,0,0,9,3
19948,,,4,Mathematics,Arithmetic,Tables and Shares,Arrangement of Things,kglm4080,Finding the Number of Elements in a Row,KG21154,,,,,,1,4,1,2,7,3
19949,,,4,Mathematics,Arithmetic,Tables and Shares,Arrangement of Things,kglm4080,Arrangement of Things in an Array,KG21155,,,,,,0,0,0,0,7,3
19950,,,4,Mathematics,Arithmetic,Tables and Shares,Arrangement of Things,kglm4080,Arranging Objects in Rows,KG21156,,,,,,2,3,1,2,7,2
19951,,,4,Mathematics,Arithmetic,Tables and Shares,Arrangement of Things,kglm4080,Different Ways of Arranging in Rows,KG21157,,,,,,0,0,0,0,4,0
19952,,,4,Mathematics,Arithmetic,Tables and Shares,Arrangement of Things,kglm4080,Reinforcing the Concept of Arrangement in Rows,KG21158,,,,,,0,0,0,0,5,0
19953,,,4,Mathematics,Arithmetic,Tables and Shares,Multiplication Table,kglm4082,Multiplication Table,KG21159,,,,,,4,2,0,0,7,0
19954,,,4,Mathematics,Arithmetic,Tables and Shares,Multiplication Table,kglm4082,Easy Way of Learning Multiplication Tables,KG21160,,,,,,1,4,3,2,9,3
19955,,,4,Mathematics,Arithmetic,Tables and Shares,Multiplication Table,kglm4082,Building New Multiplication Tables,KG21161,,,,,,4,2,4,4,6,2
19956,,,4,Mathematics,Arithmetic,Tables and Shares,Multiplication Table,kglm4082,Using Addition to Make Multiplication Tables,KG21162,,,,,,4,0,0,0,10,2
19957,,,4,Mathematics,Arithmetic,Tables and Shares,Arrangement of Things,kglm4080,Completing the Table,KG21163,,,,,,1,1,4,0,5,2
19958,,,4,Mathematics,Arithmetic,Tables and Shares,Arrangement of Things,kglm4080,Making Generalisations,KG21164,,,,,,2,3,4,1,4,4
19959,,,4,Mathematics,Arithmetic,Tables and Shares,Division,kglm4084,Division,KG21165,Division,,,,,1,2,4,2,7,0
19960,,,4,Mathematics,Arithmetic,Tables and Shares,Division,kglm4084,Reinforcing the Concept of Division,KG21166,,,,,,4,2,2,1,9,0
19961,,,4,Mathematics,Arithmetic,Tables and Shares,Division,kglm4084,Word Problems on Division,KG21167,,,,,,1,1,4,3,4,0
19962,,,4,Mathematics,Arithmetic,Tables and Shares,Division,kglm4084,Division Using Repeated Subtraction,KG21168,,,,,,2,1,4,1,7,0
19963,,,4,Mathematics,Arithmetic,Tables and Shares,Division,kglm4084,Word Problems on Division with Large Numbers,KG21169,,,,,,1,4,2,0,6,0
19964,,,4,Mathematics,Arithmetic,Tables and Shares,Division,kglm4084,Different Strategies for Division with Large Numbers,KG21170,,,,,,2,4,4,0,8,0
19965,,,4,Mathematics,Arithmetic,Tables and Shares,Division,kglm4084,Distribution of Objects in Many Ways,KG21171,,,,,,1,4,2,1,8,0
19966,,,4,Mathematics,Arithmetic,Tables and Shares,Division,kglm4084,Understanding Relation between Multiplication and Division,KG21172,,,,,,2,1,2,4,4,0
19967,,,4,Mathematics,Arithmetic,Tables and Shares,Division,kglm4084,Equal Sharing,KG21173,,,,,,3,4,1,0,9,0
19968,,,4,Mathematics,Arithmetic,Tables and Shares,Division,kglm4084,Using Division for Equal Sharing,KG21174,,,,,,0,0,0,0,7,0
19969,,,4,Mathematics,Arithmetic,Tables and Shares,Division,kglm4084,Various Methods of Distribution,KG21175,,,,,,0,0,0,0,10,0
19970,,,4,Mathematics,Arithmetic,Tables and Shares,Division,kglm4084,Word Problems on Distribution,KG21176,,,,,,0,0,0,0,4,0
19971,,,4,Mathematics,Arithmetic,Tables and Shares,Division,kglm4084,Story Problems,KG21177,,,,,,1,1,3,1,8,0
22240,,,3,Environmental Studies,Life Science,Poonam's Day Out,Animals Around Us,kglm4913,Animals around Us,KG23829,,,,,,4,2,3,1,5,2
22241,,,3,Environmental Studies,Life Science,Poonam's Day Out,Classification of Animals,kglm4915,Classification of Animals Based on Their Body Types,KG23830,,,,,,0,0,0,0,9,0
22242,,,3,Environmental Studies,Life Science,Poonam's Day Out,Classification of Animals,kglm4915,Birds,KG23831,Animal Types,,,,,1,4,3,3,6,0
22243,,,3,Environmental Studies,Life Science,Poonam's Day Out,Classification of Animals,kglm4915,Insects,KG23832,Animal Types,,,,,1,0,0,0,8,1
22244,,,3,Environmental Studies,Life Science,Poonam's Day Out,Classification of Animals,kglm4915,Reptiles,KG23833,,,,,,0,0,0,0,10,1
22245,,,3,Environmental Studies,Life Science,Poonam's Day Out,Classification of Animals,kglm4915,Mammals,KG23834,,,,,,1,2,1,3,10,1
22246,,,3,Environmental Studies,Life Science,Poonam's Day Out,Classification of Animals,kglm4915,Classification of Animals Based on Habitat,KG23835,,,,,,1,2,0,0,8,2
22247,,,3,Environmental Studies,Life Science,Poonam's Day Out,Classification of Animals,kglm4915,Animals Live in Water,KG23836,,,,,,1,4,1,4,5,4
22248,,,3,Environmental Studies,Life Science,Poonam's Day Out,Classification of Animals,kglm4915,Animals Live on Trees,KG23837,,,,,,1,0,0,0,5,1
22249,,,3,Environmental Studies,Life Science,Poonam's Day Out,Classification of Animals,kglm4915,Animals Live on Ground,KG23838,,,,,,4,0,0,0,9,4
22250,,,3,Environmental Studies,Life Science,Poonam's Day Out,Classification of Animals,kglm4915,Pet Animals,KG23839,Types of Animals,,,,,0,0,0,0,5,4
22251,,,3,Environmental Studies,Life Science,Poonam's Day Out,Movement in Animals,kglm4917,Movement in Animals,KG23840,Movement in Animals,,,,,3,3,4,3,9,4
22252,,,3,Environmental Studies,Life Science,Poonam's Day Out,Movement in Animals,kglm4917,Crawling Animals,KG23841,,,,,,1,1,3,0,6,4
22253,,,3,Environmental Studies,Life Science,Poonam's Day Out,Movement in Animals,kglm4917,Flying Animals,KG23842,,,,,,1,3,3,0,4,2
22254,,,3,Environmental Studies,Life Science,Poonam's Day Out,Movement in Animals,kglm4917,Swimming Animals,KG23843,,,,,,4,0,0,0,8,2
22255,,,3,Environmental Studies,Life Science,Poonam's Day Out,Movement in Animals,kglm4917,Walking Animals,KG23844,,,,,,1,0,0,0,9,2
22256,,,3,Environmental Studies,Life Science,Poonam's Day Out,Movement in Animals,kglm4917,Hopping Animals,KG23845,,,,,,1,4,4,0,9,0
22257,,,3,Environmental Studies,Life Science,Poonam's Day Out,Physical Appearance of Animals,kglm4919,Physical Appearance of Animals,KG23846,Appearance of Animals,,,,,4,4,2,4,4,0
22258,,,3,Environmental Studies,Life Science,Poonam's Day Out,Physical Appearance of Animals,kglm4919,Shapes and Sizes of Animals,KG23847,,,,,,3,0,0,0,6,0
22259,,,3,Environmental Studies,Life Science,Poonam's Day Out,Physical Appearance of Animals,kglm4919,Colours of Animals,KG23848,,,,,,3,1,2,2,5,0
22260,,,3,Environmental Studies,Life Science,Poonam's Day Out,Animals Around Us,kglm4913,Sounds of Animals,KG23849,,,,,,1,1,1,4,10,3
22261,,,3,Environmental Studies,Life Science,Poonam's Day Out,Animals Around Us,kglm4913,Common Wild Animals,KG23850,,,,,,1,3,3,1,10,3
22262,,,3,Environmental Studies,Life Science,Poonam's Day Out,Animals Around Us,kglm4913,Functions of Feet of Animals,KG23851,,,,,,4,0,0,0,10,3
22263,,,3,Environmental Studies,Life Science,Poonam's Day Out,Animals Around Us,kglm4913,Functions of Tail of Animals,KG23852,,,,,,3,4,1,3,9,0
22264,,,3,Environmental Studies,Life Science,Poonam's Day Out,Animals Around Us,kglm4913,Thumb Prints to Design Shapes of Animals,KG23853,,,,,,3,2,2,0,10,0
22265,,,3,Environmental Studies,Life Science,Foods We Eat,Foods,kglm4922,Foods,KG23854,,,,,,0,0,0,0,6,0
22266,,,3,Environmental Studies,Life Science,Foods We Eat,Foods,kglm4922,Varieties of Food,KG23855,,,,,,0,0,0,0,8,3
22267,,,3,Environmental Studies,Life Science,Foods We Eat,Foods,kglm4922,Foods from Plants,KG23856,,,,,,2,2,3,0,9,3
22268,,,3,Environmental Studies,Life Science,Foods We Eat,Foods,kglm4922,Vegetables,KG23857,Food from Plants,,,,,0,0,0,0,10,3
22269,,,3,Environmental Studies,Life Science,Foods We Eat,Foods,kglm4922,Fruits,KG23858,Food from Plants,,,,,0,0,0,0,8,3
22270,,,3,Environmental Studies,Life Science,Foods We Eat,Foods,kglm4922,Wheat,KG23859,Clayey Soil,,,,,1,2,4,0,10,3
22271,,,3,Environmental Studies,Life Science,Foods We Eat,Foods,kglm4922,Rice,KG23860,,,,,,4,4,4,3,8,3
22272,,,3,Environmental Studies,Life Science,Foods We Eat,Foods,kglm4922,Pulses,KG23861,Loamy Soil,,,,,4,3,0,0,5,2
22273,,,3,Environmental Studies,Life Science,Foods We Eat,Foods,kglm4922,Foods from Animals,KG23862,,,,,,0,0,0,0,10,2
22274,,,3,Environmental Studies,Life Science,Foods We Eat,Foods,kglm4922,Meat,KG23863,,,,,,2,1,2,3,4,2
22275,,,3,Environmental Studies,Life Science,Foods We Eat,Foods,kglm4922,Fish,KG23864,,,,,,3,2,0,0,5,2
22276,,,3,Environmental Studies,Life Science,Foods We Eat,Foods,kglm4922,Food for Elderly Person,KG23865,,,,,,0,0,0,0,10,2
22277,,,3,Environmental Studies,Life Science,Foods We Eat,Foods,kglm4922,Food for the Baby,KG23866,,,,,,4,2,2,3,10,2
22278,,,3,Environmental Studies,Life Science,Foods We Eat,Foods,kglm4922,Significance of Milk in Babies' Food,KG23867,,,,,,1,2,2,0,6,2
22279,,,3,Environmental Studies,Life Science,Foods We Eat,Different Food Habits,kglm4924,Cultural Diversity in Food,KG23868,,,,,,3,3,0,0,9,1
22280,,,3,Environmental Studies,Life Science,Foods We Eat,Different Food Habits,kglm4924,Foods Items Made with Wheat,KG23869,,,,,,0,0,0,0,4,1
22281,,,3,Environmental Studies,Life Science,Foods We Eat,Different Food Habits,kglm4924,Foods Items Made with Rice,KG23870,,,,,,2,3,4,0,9,1
22282,,,3,Environmental Studies,Life Science,Foods We Eat,Different Food Habits,kglm4924,Variation in Types of Food Place to Place,KG23871,,,,,,4,1,4,3,4,1
22283,,,3,Environmental Studies,Life Science,Foods We Eat,Different Food Habits,kglm4924,Variation in Types of Food with Different Age Groups,KG23872,,,,,,0,0,0,0,5,4
22284,,,3,Environmental Studies,Life Science,Foods We Eat,Different Food Habits,kglm4924,Different Food Habits,KG23873,,,,,,1,2,0,0,9,0
22285,,,3,Environmental Studies,Life Science,Foods We Eat,Different Food Habits,kglm4924,Customes and Traditions in Food,KG23874,,,,,,0,0,0,0,9,3
22286,,,3,Environmental Studies,Life Science,Foods We Eat,Different Food Habits,kglm4924,Langar at Gurudwara,KG23875,,,,,,2,1,1,0,6,3
22287,,,3,Environmental Studies,Life Science,Foods We Eat,Different Food Habits,kglm4924,Similarity in Eating Food among Family Members,KG23876,,,,,,1,4,3,1,9,3
22288,,,3,Environmental Studies,Life Science,Foods We Eat,Different Food Habits,kglm4924,Eating Habit in Hong Kong,KG23877,,,,,,0,0,0,0,5,3
22289,,,3,Environmental Studies,Life Science,Foods We Eat,Different Food Habits,kglm4924,Eating Habit in Kashmir,KG23878,,,,,,0,0,0,0,7,3
22290,,,3,Environmental Studies,Life Science,Foods We Eat,Different Food Habits,kglm4924,Eating Habit in Kerala,KG23879,,,,,,3,1,4,2,4,3
22291,,,3,Environmental Studies,Life Science,Flying High,Birds around Us,kglm4927,Birds around Us,KG23880,,,,,,3,0,0,0,4,3
22292,,,3,Environmental Studies,Life Science,Flying High,Birds around Us,kglm4927,Types of Birds,KG23881,,,,,,4,0,0,0,10,4
22293,,,3,Environmental Studies,Life Science,Flying High,Birds around Us,kglm4927,Characteristics of Birds,KG23882,Birds around us,,,,,1,2,1,0,8,4
22294,,,3,Environmental Studies,Life Science,Flying High,Birds around Us,kglm4927,Features of Peacock,KG23883,,,,,,0,0,0,0,5,4
22295,,,3,Environmental Studies,Life Science,Flying High,Birds around Us,kglm4927,Features of Parrot,KG23884,,,,,,0,0,0,0,6,4
22296,,,3,Environmental Studies,Life Science,Flying High,Birds around Us,kglm4927,Features of Crow,KG23885,,,,,,2,2,3,1,10,4
22297,,,3,Environmental Studies,Life Science,Flying High,Birds around Us,kglm4927,Features of Pigeon,KG23886,,,,,,1,2,4,1,8,3
22298,,,3,Environmental Studies,Life Science,Flying High,Birds around Us,kglm4927,Features of Woodpecker,KG23887,,,,,,3,1,4,0,4,4
22299,,,3,Environmental Studies,Life Science,Flying High,Birds around Us,kglm4927,Features of Sparrow,KG23888,,,,,,1,4,2,4,8,4
22300,,,3,Environmental Studies,Life Science,Flying High,Birds around Us,kglm4927,Features of Vulture,KG23889,,,,,,0,0,0,0,5,4
22301,,,3,Environmental Studies,Life Science,Flying High,Birds around Us,kglm4927,Features of Owl,KG23890,,,,,,4,1,2,0,9,4
22302,,,3,Environmental Studies,Life Science,Flying High,Birds around Us,kglm4927,Habitat of Birds,KG23891,,,,,,2,0,0,0,8,3
22303,,,3,Environmental Studies,Life Science,Flying High,Birds around Us,kglm4927,Food Adaptation in Birds,KG23892,,,,,,0,0,0,0,5,3
22304,,,3,Environmental Studies,Life Science,Flying High,Diversity in Beaks in Birds,kglm4929,Diversity in Beaks in Birds,KG23893,,,,,,1,3,1,0,10,3
22305,,,3,Environmental Studies,Life Science,Flying High,Diversity in Beaks in Birds,kglm4929,Beak Shape in Parrot,KG23894,,,,,,2,2,4,1,5,3
22306,,,3,Environmental Studies,Life Science,Flying High,Diversity in Beaks in Birds,kglm4929,Beak Shape in Peacock,KG23895,,,,,,2,3,1,1,10,4
22307,,,3,Environmental Studies,Life Science,Flying High,Diversity in Beaks in Birds,kglm4929,Beak Shape in Crow,KG23896,,,,,,4,3,4,4,6,4
22308,,,3,Environmental Studies,Life Science,Flying High,Movement in Birds,kglm4931,Movement in Birds,KG23897,Movements in Birds,,,,,0,0,0,0,8,4
22309,,,3,Environmental Studies,Life Science,Flying High,Movement in Birds,kglm4931,Neck Movements in Birds,KG23898,,,,,,3,3,4,3,6,4
22310,,,3,Environmental Studies,Life Science,Flying High,Movement in Birds,kglm4931,Neck Movement in Mynah Bird,KG23899,,,,,,3,0,0,0,9,3
22311,,,3,Environmental Studies,Life Science,Flying High,Use of Feathers,kglm4933,Use of Feathers,KG23900,Bird Feathers,,,,,1,4,0,0,9,2
22312,,,3,Environmental Studies,Life Science,Flying High,Use of Feathers,kglm4933,Diversity in Feathers,KG23901,Bird Feathers,,,,,0,0,0,0,10,3
22313,,,3,Environmental Studies,Life Science,Flying High,Use of Feathers,kglm4933,Feather Size in Birds,KG23902,,,,,,4,0,0,0,4,3
22314,,,3,Environmental Studies,Life Science,Flying High,Use of Feathers,kglm4933,Feather Shape in Birds,KG23903,,,,,,3,4,4,0,6,2
22315,,,3,Environmental Studies,Life Science,Flying High,Use of Feathers,kglm4933,Feather Colour in Birds,KG23904,,,,,,2,2,4,3,8,2
22316,,,3,Environmental Studies,Life Science,Flying High,Use of Feathers,kglm4933,Voice of Birds,KG23905,,,,,,3,2,3,4,10,2
22317,,,3,Environmental Studies,Life Science,Flying High,Use of Feathers,kglm4933,Quarrelling of Birds,KG23906,,,,,,2,0,0,0,7,3
22318,,,3,Environmental Studies,Life Science,Flying High,Use of Feathers,kglm4933,Birds Which Eat the Same Food,KG23907,,,,,,1,2,2,3,10,3
22319,,,3,Environmental Studies,Life Science,Flying High,Use of Feathers,kglm4933,Birds Which Made the Same Sound,KG23908,,,,,,3,4,4,1,9,2
22320,,,3,Environmental Studies,Life Science,Flying High,Use of Feathers,kglm4933,Birds Which Live in Water,KG23909,,,,,,0,0,0,0,5,4
22321,,,3,Environmental Studies,Life Science,Flying High,Use of Feathers,kglm4933,Birds Which Live on Ground,KG23910,,,,,,3,4,2,3,6,4
22322,,,3,Environmental Studies,Life Science,Flying High,Use of Feathers,kglm4933,Birds Which Live on Trees,KG23911,,,,,,1,4,2,4,9,3
22323,,,3,Environmental Studies,Life Science,Flying High,Use of Feathers,kglm4933,Birds Which Live in the House,KG23912,,,,,,4,0,0,0,5,3
22324,,,3,Environmental Studies,Life Science,Flying High,Use of Feathers,kglm4933,Flying Birds,KG23913,,,,,,1,3,3,2,8,3
22325,,,3,Environmental Studies,Life Science,Flying High,Use of Feathers,kglm4933,Walking Birds,KG23914,,,,,,2,0,0,0,7,3
22326,,,3,Environmental Studies,Social Science,Saying without Speaking,Differently Abled people,kglm4937,Sense of Hearing,KG23915,,,,,,0,0,0,0,6,3
22327,,,3,Environmental Studies,Social Science,Saying without Speaking,Differently Abled people,kglm4937,Deaf,KG23916,,,,,,3,0,0,0,8,2
22328,,,3,Environmental Studies,Social Science,Saying without Speaking,Differently Abled people,kglm4937,Differently Abled People,KG23917,,,,,,0,0,0,0,10,2
22329,,,3,Environmental Studies,Social Science,Saying without Speaking,Sign Language,kglm4939,Sign Language,KG23918,Actions for communication,,,,,2,1,2,4,8,2
22330,,,3,Environmental Studies,Social Science,Saying without Speaking,Sign Language,kglm4939,Facial Expressions in Communication,KG23919,,,,,,2,0,0,0,9,2
22331,,,3,Environmental Studies,Social Science,Saying without Speaking,Sign Language,kglm4939,Feelings,KG23920,,,,,,4,3,3,1,9,2
22332,,,3,Environmental Studies,Social Science,Saying without Speaking,Sign Language,kglm4939,Happy Feelings,KG23921,,,,,,4,0,0,0,9,2
22333,,,3,Environmental Studies,Social Science,Saying without Speaking,Sign Language,kglm4939,Sad Feelings,KG23922,,,,,,4,2,0,0,5,3
22334,,,3,Environmental Studies,Social Science,Saying without Speaking,Sign Language,kglm4939,Angry Feelings,KG23923,,,,,,2,4,0,0,6,3
22335,,,3,Environmental Studies,Social Science,Saying without Speaking,Using Dance to Communicate,kglm4941,Using Dance to Communicate,KG23924,,,,,,4,2,2,1,10,2
22336,,,3,Environmental Studies,Social Science,Saying without Speaking,Using Dance to Communicate,kglm4941,Mudras in Dance,KG23925,,,,,,1,2,0,0,7,2
22337,,,3,Environmental Studies,Social Science,Saying without Speaking,Using Dance to Communicate,kglm4941,Bhavas in Dance,KG23926,,,,,,4,1,3,4,4,1
22338,,,3,Environmental Studies,Social Science,Saying without Speaking,Sign Language,kglm4939,Silent Act as a Game,KG23927,,,,,,4,2,4,2,5,1
22339,,,3,Environmental Studies,Social Science,Saying without Speaking,Sign Language,kglm4939,Body Actions for Communication,KG23928,,,,,,0,0,0,0,10,1
22340,,,3,Environmental Studies,Social Science,Saying without Speaking,Musical Instruments,kglm4943,Piano a Musical Instrument,KG23929,,,,,,1,1,1,4,9,1
22341,,,3,Environmental Studies,Social Science,Saying without Speaking,Musical Instruments,kglm4943,Deep Rumbling Chords,KG23930,,,,,,0,0,0,0,9,2
22342,,,3,Environmental Studies,Social Science,Saying without Speaking,Sign Language,kglm4939,Excitement as an Expression,KG23931,,,,,,4,4,0,0,9,3
22343,,,3,Environmental Studies,Social Science,Saying without Speaking,Differently Abled people,kglm4937,Singing as an Ability,KG23932,,,,,,1,1,1,0,7,3
22344,,,3,Environmental Studies,Social Science,Saying without Speaking,Differently Abled people,kglm4937,Climbing as an Ability,KG23933,,,,,,1,3,3,1,5,3
22345,,,3,Environmental Studies,Social Science,Saying without Speaking,Sign Language,kglm4939,Lip-reading for Understanding,KG23934,,,,,,2,3,3,2,9,3
22346,,,3,Environmental Studies,Social Science,Saying without Speaking,Sign Language,kglm4939,The Face is a Mirror,KG23935,,,,,,3,1,4,1,9,0
22347,,,3,Environmental Studies,Social Science,Saying without Speaking,Sign Language,kglm4939,Afraid as an Expression,KG23936,,,,,,0,0,0,0,4,0
22348,,,3,Environmental Studies,Social Science,Saying without Speaking,Sign Language,kglm4939,Creative Expression Ability,KG23937,,,,,,0,0,0,0,10,3
22349,,,3,Environmental Studies,Social Science,Saying without Speaking,Sign Language,kglm4939,Mischief,KG23938,,,,,,3,1,4,2,10,3
22350,,,3,Environmental Studies,Social Science,Saying without Speaking,Sign Language,kglm4939,Music as a Mode of Communication,KG23939,,,,,,2,4,0,0,9,1
22351,,,3,Environmental Studies,Life Science,The Plant Fairy,The Plant Fairy,kglm4946,Trees and Plants,KG23940,,,,,,2,3,0,0,9,2
22352,,,3,Environmental Studies,Life Science,The Plant Fairy,The Plant Fairy,kglm4946,Plant Fairy as a Local Game,KG23941,,,,,,1,4,4,0,8,2
22353,,,3,Environmental Studies,Life Science,The Plant Fairy,The Plant Fairy,kglm4946,Common Trees and Plants around Us,KG23942,,,,,,0,0,0,0,5,3
22354,,,3,Environmental Studies,Life Science,The Plant Fairy,Parts of a Plant,kglm4948,Parts of a Plant,KG23943,,,,,,4,2,3,0,4,3
22355,,,3,Environmental Studies,Life Science,The Plant Fairy,Parts of a Plant,kglm4948,Leaves of a Plant,KG23944,,,,,,0,0,0,0,7,2
22356,,,3,Environmental Studies,Life Science,The Plant Fairy,Parts of a Plant,kglm4948,Trunks of a Plant,KG23945,,,,,,0,0,0,0,4,2
22357,,,3,Environmental Studies,Life Science,The Plant Fairy,Parts of a Plant,kglm4948,Flowers of a Plant,KG23946,,,,,,2,1,4,3,7,3
22358,,,3,Environmental Studies,Life Science,The Plant Fairy,Leaves of a Plant,kglm4950,Fruits of a Plant,KG23947,,,,,,1,4,1,0,5,3
22359,,,3,Environmental Studies,Life Science,The Plant Fairy,Leaves of a Plant,kglm4950,Distinction of Plants Based on Their Leaves,KG23948,,,,,,4,1,2,2,4,1
22360,,,3,Environmental Studies,Life Science,The Plant Fairy,Trunks of a Plant,kglm4952,Distinction of Plants Based on Their Trunks,KG23949,,,,,,4,4,3,3,9,1
22361,,,3,Environmental Studies,Life Science,The Plant Fairy,Fruits and Flowers of a Plant,kglm4954,Fruit Bearing Plants around Us,KG23950,,,,,,0,0,0,0,6,1
22362,,,3,Environmental Studies,Life Science,The Plant Fairy,Fruits and Flowers of a Plant,kglm4954,Flower Bearing Plants around Us,KG23951,,,,,,3,0,0,0,10,1
22363,,,3,Environmental Studies,Life Science,The Plant Fairy,Leaves of a Plant,kglm4950,Dry Leaves of a Plant,KG23952,,,,,,4,2,0,0,7,2
22364,,,3,Environmental Studies,Life Science,The Plant Fairy,Leaves of a Plant,kglm4950,Colours of Leaves,KG23953,Leaf diversity,,,,,2,0,0,0,5,3
22365,,,3,Environmental Studies,Life Science,The Plant Fairy,Leaves of a Plant,kglm4950,Shapes of Leaves,KG23954,Leaf diversity,,,,,3,1,4,3,9,0
22366,,,3,Environmental Studies,Life Science,The Plant Fairy,Leaves of a Plant,kglm4950,Leaf Margins of a Plant,KG23955,,,,,,4,1,0,0,9,0
22367,,,3,Environmental Studies,Life Science,The Plant Fairy,Leaves of a Plant,kglm4950,Plants Having Leaves with Smell,KG23956,,,,,,3,0,0,0,7,0
22368,,,3,Environmental Studies,Life Science,The Plant Fairy,Leaves of a Plant,kglm4950,Leaf as a Design Pattern,KG23957,,,,,,4,3,3,0,6,2
22369,,,3,Environmental Studies,Life Science,The Plant Fairy,Leaves of a Plant,kglm4950,Rubbings of Leaves to Make Various Patterns,KG23958,,,,,,3,1,3,4,5,2
22370,,,3,Environmental Studies,Life Science,The Plant Fairy,Trunks of a Plant,kglm4952,Rubbings of Tree Trunk to Make Various Patterns,KG23959,,,,,,2,4,1,2,8,0
22371,,,3,Environmental Studies,Life Science,The Plant Fairy,Plant Fairy,kglm4956,Farm,KG23960,,,,,,0,0,0,0,4,0
22372,,,3,Environmental Studies,Life Science,The Plant Fairy,Plant Fairy,kglm4956,Farmer,KG23961,,,,,,2,4,1,0,8,2
22373,,,3,Environmental Studies,Life Science,The Plant Fairy,Plant Fairy,kglm4956,Farming,KG23962,,,,,,4,0,0,0,9,4
22374,,,3,Environmental Studies,Life Science,The Plant Fairy,Plant Fairy,kglm4956,Garden,KG23963,,,,,,1,3,1,2,5,4
22375,,,3,Environmental Studies,Life Science,The Plant Fairy,Plant Fairy,kglm4956,Gardener,KG23964,,,,,,1,3,4,0,7,4
